,total_pop,avg_age,pop_dens,eld_dep_ratio,total_house,ho_yr_001,ho_yr_002,ho_yr_003,ho_yr_004,ho_yr_005,ho_yr_006,ho_yr_007,ho_yr_008,ho_yr_009,ho_yr_010,ho_yr_011,ho_yr_012,ho_yr_999,ho_gb_001,ho_gb_002,ho_gb_003,ho_gb_004,ho_gb_005,ho_gb_006,ho_gb_999,total_corp,cp_bnu_001,cp_bnu_002,cp_bnu_003,cp_bnu_004,cp_bnu_005,cp_bnu_006,cp_bnu_007,cp_bnu_008,cp_bnu_009,cp_bnu_010,cp_bnu_011,cp_bnu_012,cp_bnu_013,cp_bnu_014,cp_bnu_015,cp_bnu_016,cp_bnu_017,cp_bnu_018,cp_bnu_019,cp_bnu_999,cp_bem_001,cp_bem_002,cp_bem_003,cp_bem_004,cp_bem_005,cp_bem_006,cp_bem_007,cp_bem_008,cp_bem_009,cp_bem_010,cp_bem_011,cp_bem_012,cp_bem_013,cp_bem_014,cp_bem_015,cp_bem_016,cp_bem_017,cp_bem_018,cp_bem_019,cp_bem_999
35011640010001,464,48.7,4681.1,417.9,145,47.0,56.0,27.0,10.0,,,,,,,,,,13.0,109.0,16.0,,7.0,6.0,,98,,,5.0,,,5.0,39.0,,11.0,,,5.0,,,,,8.0,,17.0,,,,6.0,,,13.0,131.0,10.0,18.0,,8.0,7.0,,6.0,,5.0,60.0,6.0,27.0,
35011640010002,613,41.8,17821.3,113.6,265,17.0,19.0,8.0,199.0,14.0,7.0,,,,,,,,20.0,45.0,198.0,,,,,31,,,,,,,10.0,,5.0,,,,,,,,,,8.0,,,,,,,,15.0,5.0,14.0,,,,,,,,,,20.0,
35011640010003,553,42.3,4205.4,150.8,114,46.0,26.0,7.0,,7.0,,,,22.0,,,,,36.0,70.0,,8.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,,,,
35011640020001,417,43.8,8792.1,158.1,140,,,76.0,58.0,,,,,,,,,,,12.0,121.0,,,5.0,,70,,,5.0,,,,13.0,,13.0,,,5.0,,,,8.0,,,20.0,,,,15.0,,,34.0,34.0,,26.0,,,7.0,8.0,,,38.0,30.0,,24.0,
35011640020002,142,52.0,631.6,410.0,18,,,5.0,,,,5.0,,,,,,,,16.0,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,9.0,,,9.0,,,,,208.0,,5.0,
35011640020003,533,44.1,7941.7,189.3,201,9.0,109.0,17.0,64.0,,,,,,,,,,12.0,22.0,62.0,103.0,,5.0,,116,,,,,,,33.0,,19.0,,,,,,,,11.0,7.0,29.0,,,,5.0,,,20.0,89.0,,38.0,,12.0,6.0,,,16.0,8.0,68.0,16.0,51.0,
35011640020004,381,37.4,5135.1,61.5,47,,,,26.0,8.0,,5.0,,,,,,,16.0,25.0,,,6.0,10.0,,115,,,5.0,,,10.0,19.0,,49.0,,,,,,,,,7.0,13.0,,,,17.0,,,125.0,63.0,33.0,134.0,,,,,5.0,,13.0,86.0,15.0,24.0,
35011640020005,169,37.7,734.2,276.9,8,,,,,,,,,,,,,,,7.0,,,,5.0,,22,,,,,,,,,,,,,,,,5.0,,,6.0,,,,,,,7.0,10.0,,,,,,,,,123.0,116.0,,8.0,
35011640020006,0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,,,,,,,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011640020101,717,38.0,78847.2,55.4,278,,,,,278.0,,,,,,,,,,,278.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011640020102,602,38.2,65007.0,65.4,220,,,,,220.0,,,,,,,,,,,220.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011640020201,406,46.9,53600.2,275.0,151,,,151.0,,,,,,,,,,,,,151.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,
35011640020401,530,41.2,70667.8,110.1,190,,,190.0,,,,,,,,,,,,,190.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,
35011640020402,696,40.3,61525.0,89.0,275,,,275.0,,,,,,,,,,,,,275.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,5.0,
35011640020501,673,34.0,53540.3,26.6,240,,,,,,,,,240.0,,,,,,,240.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011640020502,531,34.8,52978.8,28.7,191,,,,,,,,,191.0,,,,,,,191.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,5.0,,,
35011640020701,480,47.0,110535.5,246.5,245,,,245.0,,,,,,,,,,,,,245.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,
35011640020702,719,46.4,41802.6,280.0,396,,,396.0,,,,,,,,,,,,,396.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011640020801,574,48.5,60494.2,319.6,311,,,311.0,,,,,,,,,,,,,311.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,
35011640020802,685,47.4,48774.7,251.7,386,,,386.0,,,,,,,,,,,,,386.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011640020803,434,48.6,91000.4,269.2,232,,,232.0,,,,,,,,,,,,,232.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011640020804,450,48.5,66820.2,289.7,233,,,233.0,,,,,,,,,,,,,233.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011640020901,1114,56.2,55659.7,1420.0,802,,,802.0,,,,,,,,,,,,,802.0,,,,,15,,,,,,,6.0,,,,,,,,,,,,,,,,,,,6.0,8.0,,5.0,,,,,,,,25.0,,21.0,
35011640021001,1026,56.5,42131.6,1332.3,700,,,700.0,,,,,,,,,,,,,700.0,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,11.0,,,,,24.0,,19.0,
35011640021101,748,41.0,55159.1,115.2,263,,,263.0,,,,,,,,,,,,,263.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
35011640021102,552,45.3,63073.2,205.5,212,,,212.0,,,,,,,,,,,,,212.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011640021201,5,44.6,508.6,0.0,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011650010001,304,39.4,1027.3,81.0,56,,,8.0,10.0,13.0,6.0,,5.0,,,,,,,53.0,,,,,,32,,,,,,6.0,12.0,,,,,,,,,,,,,,,,,,,42.0,23.0,,5.0,,,,,,,142.0,23.0,,,
35011650010002,443,49.2,165.5,403.7,155,45.0,15.0,31.0,12.0,16.0,,6.0,6.0,5.0,6.0,6.0,5.0,,,151.0,,,,7.0,,57,,,8.0,,,12.0,28.0,,,,,,,,,,,,,,,,23.0,,,59.0,56.0,,6.0,,,,,,,19.0,5.0,,,
35011650010003,448,38.2,6920.9,51.3,68,5.0,,,31.0,,,7.0,7.0,,5.0,,,,,66.0,,,,,,81,,,,,,7.0,17.0,,11.0,,,,,,,15.0,,,15.0,,,,9.0,6.0,,72.0,32.0,,18.0,,,5.0,9.0,5.0,,16.0,79.0,,19.0,
35011650010004,79,26.8,1107.4,8.0,1,,,,,,,,,,,,,,,,,,,6.0,,208,,,,,,,47.0,,25.0,,,,,,,57.0,16.0,17.0,29.0,,,,5.0,61.0,,7.0,114.0,,59.0,,6.0,7.0,,,22.0,178.0,140.0,39.0,49.0,
35011650010005,379,47.6,88.0,356.0,129,63.0,22.0,21.0,8.0,6.0,,,,,,,,,,117.0,8.0,,,,,21,,,,,,,5.0,,,,,,,,,,,,8.0,,,,,,,,7.0,,,,,,,,353.0,,14.0,,23.0,
35011650010006,654,37.5,10660.5,60.5,66,,,,19.0,13.0,,7.0,5.0,11.0,,5.0,,,,52.0,,,14.0,9.0,,118,,,,,,,26.0,,39.0,,,,,,,,5.0,,29.0,,,,8.0,,,15.0,57.0,18.0,90.0,7.0,6.0,,9.0,,,10.0,44.0,,33.0,
35011650010101,388,34.9,48039.3,32.3,110,,,,110.0,,,,,,,,,,,,110.0,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,
35011650010102,653,35.1,63177.2,34.0,194,,,,194.0,,,,,,,,,,,,194.0,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,
35011650010103,588,37.3,40362.8,44.0,184,,,,184.0,,,,,,,,,,,,184.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,15.0,,,
35011650010104,392,35.6,56561.4,45.1,114,,,,114.0,,,,,,,,,,,,114.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011650010201,638,37.4,65471.2,56.9,221,,,,221.0,,,,,,,,,,,,221.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650010202,566,36.8,52208.0,55.6,198,,,,198.0,,,,,,,,,,,,198.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
35011650010203,483,36.5,37097.9,43.6,160,,,,160.0,,,,,,,,,,,,160.0,,,,,12,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,11.0,,,,,5.0,,,,,,,,
35011650010204,557,36.2,51053.8,40.0,214,,,,214.0,,,,,,,,,,,,214.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
35011650010205,584,35.8,47902.1,46.5,228,,,,228.0,,,,,,,,,,,,228.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650010206,541,36.3,51164.4,47.0,214,,,,214.0,,,,,,,,,,,,214.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,7.0,,,
35011650010301,687,37.6,57188.2,50.0,228,,,,,228.0,,,,,,,,,,,228.0,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,11.0,,,
35011650010302,768,36.4,61936.3,40.5,249,,,,,249.0,,,,,,,,,,,249.0,,,,,15,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,8.0,,,,,,,,,6.0,7.0,,,
35011650010401,691,38.2,42713.2,70.8,243,,,,243.0,,,,,,,,,,,,243.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,7.0,,,
35011650010402,674,37.6,62749.6,56.9,247,,,,247.0,,,,,,,,,,,,247.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011650010403,569,37.7,57224.0,63.0,190,,,,190.0,,,,,,,,,,,,190.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650010501,548,32.2,56377.7,18.9,173,,,,,,,,173.0,,,,,,,,173.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
35011650010502,728,32.4,40623.4,19.5,234,,,,,,,,234.0,,,,,,,,234.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,
35011650010601,647,35.4,66947.1,34.6,205,,,,,205.0,,,,,,,,,,,205.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,
35011650010602,490,36.6,46525.8,38.4,157,,,,,157.0,,,,,,,,,,,157.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,7.0,,,
35011650010603,504,36.9,50688.7,40.2,166,,,,,166.0,,,,,,,,,,,166.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011650010604,503,36.0,59521.8,39.5,163,,,,,163.0,,,,,,,,,,,163.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,
35011650010605,625,32.1,61891.8,17.3,194,,,,,194.0,,,,,,,,,,,194.0,,,,,26,,,,,,,7.0,,,,,,,,,7.0,,,5.0,,,,,,,23.0,36.0,,,,,,5.0,,,8.0,6.0,,5.0,
35011650010701,597,40.7,38801.3,95.6,233,,,,233.0,,,,,,,,,,,,233.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
35011650010702,585,39.6,60452.3,88.1,221,,,,221.0,,,,,,,,,,,,221.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,
35011650010703,594,38.7,65606.6,68.1,222,,,,222.0,,,,,,,,,,,,222.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011650010801,0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011650010802,0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011650010901,0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011650020001,553,49.9,128.6,410.8,217,88.0,16.0,46.0,22.0,12.0,,,5.0,8.0,,7.0,,,,216.0,,,,8.0,,23,,,,,,,13.0,,,,,,,,,,,,,,,,7.0,,,11.0,41.0,,,,,,,,,,,,,
35011650030001,823,43.8,5312.6,156.6,240,29.0,12.0,175.0,,,,,,17.0,,,,,5.0,94.0,116.0,16.0,9.0,10.0,,90,,,6.0,,,6.0,25.0,,16.0,,,,,,,,5.0,,16.0,,,,10.0,,,19.0,52.0,,58.0,32.0,,,13.0,,,36.0,47.0,28.0,27.0,
35011650040001,482,38.8,4459.6,71.6,108,,,7.0,89.0,,,,,,,,,,,24.0,71.0,,13.0,11.0,,310,,,,,,8.0,72.0,,104.0,,,9.0,,,,14.0,26.0,31.0,33.0,,,,7.0,,,70.0,291.0,,372.0,,20.0,17.0,43.0,,22.0,47.0,256.0,56.0,94.0,
35011650040002,201,39.0,1588.0,85.2,38,,9.0,6.0,5.0,,,,,,,,,,,34.0,,,,,,169,,,6.0,,,,39.0,,35.0,,,,,,,27.0,14.0,6.0,28.0,,,,78.0,,,13.0,86.0,,110.0,,20.0,,38.0,9.0,33.0,173.0,121.0,16.0,59.0,
35011650040101,723,41.8,68061.5,111.9,248,,,248.0,,,,,,,,,,,,,248.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650040102,717,37.9,42923.9,61.8,259,,,259.0,,,,,,,,,,,,,259.0,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,6.0,,8.0,14.0,,,,5.0,15.0,,5.0,
35011650040201,592,41.3,41119.6,93.3,219,,,219.0,,,,,,,,,,,,,219.0,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,16.0,,,,,,,,
35011650040202,728,43.9,77212.9,158.9,284,,,284.0,,,,,,,,,,,,,284.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650040203,648,43.2,58181.9,135.9,272,,,272.0,,,,,,,,,,,,,272.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011650040301,588,55.1,43907.0,1121.1,417,,,417.0,,,,,,,,,,,,,417.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011650040302,516,55.1,55985.2,972.2,371,,,371.0,,,,,,,,,,,,,371.0,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,9.0,,,,5.0,108.0,,,
35011650040303,542,54.7,62706.3,1135.3,371,,,371.0,,,,,,,,,,,,,371.0,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,
35011650040501,591,46.1,45693.4,221.2,206,,,206.0,,,,,,,,,,,,,206.0,,,,,28,,,,,,,5.0,,,,,,,,,9.0,,,7.0,,,,,,,,8.0,,,,,,,5.0,,11.0,33.0,,9.0,
35011650040502,610,46.6,61911.0,252.8,219,,,219.0,,,,,,,,,,,,,219.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
35011650040503,471,43.5,53524.6,119.6,169,,,169.0,,,,,,,,,,,,,169.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011650040504,613,43.8,69519.8,134.3,223,,,223.0,,,,,,,,,,,,,223.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011650040505,514,44.4,50303.0,153.2,175,,,175.0,,,,,,,,,,,,,175.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,,
35011650040506,595,44.0,65637.3,141.3,210,,,210.0,,,,,,,,,,,,,210.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011650050001,379,38.1,800.2,67.9,78,,,8.0,7.0,,,,,46.0,,,,,,26.0,,42.0,6.0,11.0,,100,,,,,,,22.0,,7.0,,,6.0,,,,11.0,7.0,5.0,34.0,,,,17.0,,,,31.0,115.0,18.0,,,13.0,6.0,,,176.0,80.0,8.0,52.0,
35011650050002,209,42.0,5218.2,118.5,33,,,,22.0,,,,,,,,,,14.0,13.0,,,6.0,8.0,,50,,,5.0,,,,10.0,,16.0,,,,,,,,,,9.0,,,,23.0,,,6.0,42.0,,50.0,,,,,,,,165.0,,11.0,
35011650050003,450,43.7,3759.4,218.5,89,7.0,,13.0,39.0,9.0,,,,,,5.0,5.0,,22.0,56.0,,,11.0,15.0,,245,,,7.0,,,9.0,101.0,,40.0,,,9.0,5.0,,,18.0,13.0,12.0,29.0,,,,18.0,,,42.0,284.0,,107.0,,11.0,15.0,18.0,,,42.0,116.0,22.0,43.0,
35011650050004,477,47.6,246.9,222.9,158,47.0,25.0,31.0,13.0,12.0,,,5.0,5.0,,,8.0,,,151.0,,,7.0,13.0,,81,,,6.0,,,9.0,25.0,5.0,8.0,,,,,,,,8.0,,11.0,,,,22.0,,77.0,68.0,117.0,690.0,19.0,,,,9.0,,,45.0,137.0,7.0,48.0,
35011650050101,533,31.6,75682.7,24.2,150,,,,150.0,,,,,,,,,,,,150.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
35011650050102,628,31.6,14173.3,17.6,185,,,,184.0,,,,,,,,,,,,184.0,,,,,54,,,,,,,18.0,,7.0,,,,,,,5.0,,,10.0,,,,6.0,,,7.0,52.0,,29.0,,9.0,17.0,,,,9.0,10.0,,22.0,
35011650050103,673,35.8,57186.0,39.6,200,,,,200.0,,,,,,,,,,,,200.0,,,,,10,,,,,,,,,,,,,,,,,,,,,,,11.0,,,9.0,6.0,,,,,,,,,,,,,
35011650050201,493,35.8,51911.2,36.4,156,,,,156.0,,,,,,,,,,,,156.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650050202,443,35.6,61817.1,36.0,136,,,,136.0,,,,,,,,,,,,136.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650050203,413,35.2,69072.4,32.3,123,,,,123.0,,,,,,,,,,,,123.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
35011650050301,525,39.0,68516.8,73.5,180,,,180.0,,,,,,,,,,,,,180.0,,,,,14,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,9.0,,6.0,,,,,,,,,,,
35011650050302,691,37.2,76652.6,49.2,247,,,247.0,,,,,,,,,,,,,247.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,9.0,,,
35011650050303,363,37.8,66946.9,61.1,140,,,140.0,,,,,,,,,,,,,140.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011650050401,980,42.8,86870.9,146.2,385,,,385.0,,,,,,,,,,,,,385.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
35011650050501,756,39.7,59950.5,66.4,248,,,,248.0,,,,,,,,,,,,248.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
35011650050601,438,46.7,41034.6,256.3,166,,,166.0,,,,,,,,,,,,,166.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011650050602,431,41.5,35564.9,107.1,139,,,139.0,,,,,,,,,,,,,139.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,
35011650050603,425,43.6,42730.7,130.4,144,,,144.0,,,,,,,,,,,,,144.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
35011650050701,650,35.2,97984.9,30.7,227,,,227.0,,,,,,,,,,,,,227.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650050702,598,34.6,62102.5,27.2,193,,,193.0,,,,,,,,,,,,,193.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650050703,575,35.3,93302.9,34.0,181,,,181.0,,,,,,,,,,,,,181.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650050704,463,34.9,68676.2,32.3,152,,,152.0,,,,,,,,,,,,,152.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,
35011650050705,645,35.8,86676.4,31.5,193,,,193.0,,,,,,,,,,,,,193.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,
35011650050706,414,36.9,66531.8,55.3,149,,,149.0,,,,,,,,,,,,,149.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011650050707,700,35.6,63881.1,31.0,232,,,232.0,,,,,,,,,,,,,232.0,,,,,13,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,5.0,,,,,27.0,,,,5.0,17.0,,,
35011650050801,431,37.1,39227.9,48.3,147,,,147.0,,,,,,,,,,,,,147.0,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,
35011650050901,518,36.5,48974.2,45.5,158,,,,158.0,,,,,,,,,,,,158.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650051001,611,30.8,55377.8,14.4,196,,,,,,,,,196.0,,,,,,,196.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,
35011650051002,458,31.8,49380.1,15.5,158,,,,,,,,,158.0,,,,,,,158.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,
35011650051003,468,33.5,46249.8,29.2,153,,,,,,,,,153.0,,,,,,,153.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,
35011650051101,824,34.1,94926.3,24.9,263,,,,263.0,,,,,,,,,,,,263.0,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,6.0,10.0,,5.0,
35011650051201,1,50.0,70.8,0.0,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011650051301,5,45.8,433.8,0.0,4,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011650051302,13,34.5,1049.7,0.0,4,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011650051303,2,55.5,172.6,0.0,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011650051304,0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011650051401,0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011650051402,0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011650051403,0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011660010001,0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011660010101,568,35.9,50065.9,16.5,178,,,,,178.0,,,,,,,,,,,178.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011660010102,581,37.3,39056.6,35.2,177,,,,,177.0,,,,,,,,,,,177.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011660010103,587,36.4,30074.0,36.0,178,,,,,178.0,,,,,,,,,,,178.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,7.0,,,
35011660010104,391,35.0,37884.4,21.5,117,,,,,117.0,,,,,,,,,,,117.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011660020001,574,34.8,17537.1,35.6,68,,,,22.0,27.0,5.0,,,,,,,,,65.0,,,,,,68,,,,,,,7.0,,40.0,,,5.0,,,,,,,9.0,,,,,,,,18.0,,115.0,10.0,,5.0,,,,,,,11.0,
35011660020002,445,36.1,18381.7,56.9,56,,,,21.0,21.0,,,,,,,,,,56.0,,,,,,43,,,,,,,10.0,,12.0,,,,,,,6.0,,,10.0,,,,6.0,,,,25.0,,26.0,,,,,,,7.0,,,19.0,
35011660020003,480,34.8,2040.8,31.1,55,,,5.0,16.0,16.0,5.0,6.0,5.0,,,,,,,55.0,,,,25.0,,725,,,,,,,455.0,8.0,96.0,,11.0,8.0,,5.0,,54.0,38.0,11.0,34.0,,,,6.0,,,,1569.0,17.0,444.0,48.0,326.0,14.0,44.0,107.0,,274.0,374.0,24.0,110.0,
35011660020004,548,35.4,15813.9,29.7,65,,,,31.0,15.0,,5.0,,,,,,,,65.0,,,,,,43,,,,,,,14.0,,11.0,,,,,,,,,,5.0,,,,,,,7.0,39.0,,31.0,6.0,,,7.0,,,8.0,5.0,,8.0,
