,total_pop,avg_age,pop_dens,eld_dep_ratio,total_house,ho_yr_001,ho_yr_002,ho_yr_003,ho_yr_004,ho_yr_005,ho_yr_006,ho_yr_007,ho_yr_008,ho_yr_009,ho_yr_010,ho_yr_011,ho_yr_012,ho_yr_013,ho_yr_999,ho_gb_001,ho_gb_002,ho_gb_003,ho_gb_004,ho_gb_005,ho_gb_006,ho_gb_999,total_corp,cp_bnu_001,cp_bnu_002,cp_bnu_003,cp_bnu_004,cp_bnu_005,cp_bnu_006,cp_bnu_007,cp_bnu_008,cp_bnu_009,cp_bnu_010,cp_bnu_011,cp_bnu_012,cp_bnu_013,cp_bnu_014,cp_bnu_015,cp_bnu_016,cp_bnu_017,cp_bnu_018,cp_bnu_019,cp_bnu_999,cp_bem_001,cp_bem_002,cp_bem_003,cp_bem_004,cp_bem_005,cp_bem_006,cp_bem_007,cp_bem_008,cp_bem_009,cp_bem_010,cp_bem_011,cp_bem_012,cp_bem_013,cp_bem_014,cp_bem_015,cp_bem_016,cp_bem_017,cp_bem_018,cp_bem_019,cp_bem_999
35011780020403,668,34.2,47139.8,37.6,278,,,,,,,,,,278.0,,,,,,,278.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,
35011780020404,544,30.9,50889.7,20.1,191,,,,,,,,,,191.0,,,,,,,191.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,15.0,,,
35011780020501,550,36.0,31618.9,35.9,149,,,,,,,,,,,,149.0,,,,,149.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011780020502,671,36.4,29480.7,33.6,186,,,,,,,,,,,,186.0,,,,,186.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,14.0,,,
35011780020601,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,
35011780020602,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011780020603,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,
35011780020701,492,31.0,31207.0,17.9,189,,,,,,,,,,,,,189.0,,,,189.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011780020702,521,30.5,50642.8,16.7,200,,,,,,,,,,,,,200.0,,,,200.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,18.0,,,
35011780020703,470,33.0,29923.5,23.0,200,,,,,,,,,,,,,200.0,,,,200.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011780020704,532,32.8,53184.8,32.7,235,,,,,,,,,,,,,235.0,,,,235.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,
35011780020801,674,33.7,41949.5,35.5,326,,,,,,,,,,,,,326.0,,,,326.0,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,10.0,,,
35011780020802,555,36.2,24674.9,56.5,274,,,,,,,,,,,,,274.0,,,,274.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011780030001,357,31.1,4695.5,16.7,26,,,,,,,,,,,7.0,11.0,8.0,,,26.0,,,,,,75,,,,,,,24.0,,8.0,,,13.0,,,,15.0,,,10.0,,,,,,,12.0,54.0,,23.0,,,17.0,,,,34.0,,8.0,15.0,
35011780030002,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,10,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,11.0,,,,
35011780030003,230,39.4,1680.3,84.6,57,,,9.0,7.0,,27.0,,,,,,,5.0,,,57.0,,,,,,100,,,,,,,14.0,,34.0,,9.0,,,,,14.0,5.0,7.0,7.0,,,,,,,65.0,26.0,110.0,102.0,,245.0,156.0,,,,29.0,29.0,23.0,13.0,
35011780030004,278,30.6,14217.2,9.8,19,,,,,,,,,,,7.0,5.0,,,,19.0,,,,,,22,,,,,,,7.0,,,,,,,,,,,,10.0,,,,,,,,9.0,,9.0,,,,,,,,,,13.0,
35011780030005,152,38.0,4825.0,51.4,54,,,5.0,42.0,,,,,,,,,,,,18.0,,36.0,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,7.0,,,,,,,,,,
35011780030006,367,31.3,24324.4,19.1,26,,,,,,,,,,,9.0,7.0,6.0,,,26.0,,,,,,10,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,13.0,,9.0,,,,,,,,,,,
35011780030101,484,34.4,43575.0,23.4,126,,,,,,,,,,126.0,,,,,,,126.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011780030102,506,35.9,32511.2,33.0,141,,,,,,,,,,141.0,,,,,,,141.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,
35011780030201,505,31.8,32981.8,16.3,140,,,,,,,,,140.0,,,,,,,,140.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
35011780030301,720,34.1,45491.7,24.7,196,,,,,,,,196.0,,,,,,,,,196.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011780030302,429,33.2,55519.3,22.2,117,,,,,,,,117.0,,,,,,,,,117.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,5.0,,,
35011780030303,587,36.5,39497.7,41.4,181,,,,,,,,181.0,,,,,,,,,181.0,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,8.0,
35011780030304,676,35.4,53009.7,32.2,197,,,,,,,,197.0,,,,,,,,,197.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011780030305,678,35.4,44390.9,27.7,188,,,,,,,,188.0,,,,,,,,,188.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011780030401,491,32.9,62145.7,20.9,147,,,,,,,,147.0,,,,,,,,,147.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,5.0,,,
35011780030402,893,32.6,53847.7,23.4,266,,,,,,,,266.0,,,,,,,,,266.0,,,,,11,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,10.0,,,,
35011780030501,686,33.8,37571.2,14.3,199,,,,,,,,,,199.0,,,,,,,199.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
35011780040001,73,39.2,126.3,85.7,21,,,,5.0,8.0,,,,,,,,,,,20.0,,,,,,31,,,,,,6.0,16.0,,,,,,,,,,,,,,,,7.0,,,23.0,30.0,,23.0,,,,,,,,,,158.0,
35011780040002,627,40.1,1935.8,93.9,213,,5.0,16.0,170.0,13.0,8.0,,,,,,,,,,44.0,165.0,,,,,63,,,,,,5.0,20.0,,,,,7.0,,,,,,5.0,15.0,,,,6.0,,,31.0,77.0,,,,,12.0,,7.0,,11.0,63.0,26.0,27.0,
35011780040101,20,46.9,1256.6,166.7,6,,,,,,,,,,,,,,,,6.0,,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011780040102,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011780040103,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011780040104,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011780040105,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011780040106,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011780040107,13,43.8,897.7,166.7,4,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011780040201,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011780040202,4,45.0,247.7,0.0,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011780040203,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011780040204,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011780040301,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011780040302,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011780040303,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011780040304,4,35.5,337.1,0.0,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011780040305,2,61.5,125.2,0.0,2,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011780040306,3,41.0,460.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011780040307,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011780040401,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011780040402,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011780040403,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011780040404,9,54.0,603.7,0.0,3,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011780040405,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011780040406,4,29.0,254.3,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011780050001,174,43.8,2103.4,153.8,52,,,8.0,27.0,8.0,,,,,,,,,,,51.0,,,,,,49,,,,,,,12.0,,9.0,,,,,,,12.0,,,10.0,,,,,,,15.0,21.0,,18.0,,,,5.0,,,141.0,19.0,,15.0,
35011790010001,369,30.2,16685.9,6.1,35,,,,,,,14.0,5.0,,,5.0,,,,,33.0,,,,,,44,,,,,,,8.0,11.0,11.0,,,,,,,,,,6.0,,,,,,,,18.0,20.0,32.0,,,,13.0,,,,8.0,,9.0,
35011790010002,403,30.1,13936.6,5.4,37,,,,,,,16.0,,,,5.0,,6.0,,,35.0,,,,,,18,,,,,,,,,8.0,,,,,,,,,,,,,,,,,15.0,10.0,,19.0,,,,,,,,,,,
35011790010003,319,32.6,8057.5,25.4,44,,,,,,,13.0,,,7.0,5.0,9.0,,,,41.0,,,,,,84,,,,,,8.0,11.0,,16.0,,,,34.0,,,,,,7.0,,,,,,8.0,51.0,35.0,,48.0,,,,154.0,6.0,116.0,,,9.0,11.0,
35011790010004,278,29.1,10634.3,11.5,15,,,,,,,,,,,,5.0,6.0,,,15.0,,,,,,47,,,,,,,20.0,,5.0,,,,,,,,,,11.0,,,,,,,,35.0,,13.0,,,6.0,,,,,,,21.0,
35011790010005,23,31.7,294.9,20.0,6,,,,,,,,,,,,,,,,6.0,,,,,,22,,,,,,,9.0,,5.0,,,,,,,,,,,,,,,,,,26.0,,16.0,,,,41.0,,,,16.0,,,
35011790010006,392,31.7,13202.1,15.7,44,,,,,,,22.0,,,6.0,,,,,,41.0,,,,,,58,,,,,,7.0,21.0,,11.0,,,,6.0,,,,,,6.0,,,,5.0,,,60.0,50.0,,22.0,,,,17.0,11.0,,12.0,,,10.0,
35011790010007,167,30.4,6089.9,11.8,15,,,,,,,,,,,,5.0,10.0,,,15.0,,,,,,29,,,,,,,19.0,,,,,,,,,,,,,,,,,,,10.0,26.0,,,,,,,,,,,,,
35011790010008,242,31.2,5822.6,6.3,31,,,,,,,9.0,6.0,,6.0,5.0,,,,,28.0,,,,,,66,,,,,,11.0,19.0,,8.0,,,,,,,10.0,,,9.0,,,,8.0,,,62.0,41.0,7.0,29.0,,,,11.0,,,106.0,,,17.0,
35011790010009,208,29.0,7334.5,10.0,15,,,,,,,,,,,,5.0,6.0,,,15.0,,,,,,22,,,,,,,8.0,,,,,,,,,9.0,,,,,,,,,,,11.0,,5.0,,,,,,,97.0,,,,
35011790010010,133,30.9,485.1,13.8,18,,,,,,,,,,,,6.0,,,,18.0,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,12.0,,,74.0,,,,
35011790010011,432,31.5,15638.3,14.9,43,,,,,,5.0,21.0,,,,5.0,,,,,40.0,,,,,,74,,,,,,,16.0,,22.0,,,,,,,5.0,,10.0,9.0,,,,11.0,,,37.0,39.0,,65.0,,8.0,,7.0,,,14.0,5.0,24.0,19.0,
35011790010012,277,31.4,2025.5,19.4,28,,,,,,,11.0,,5.0,,5.0,,,,,27.0,,,,,,78,,,,,,7.0,27.0,,9.0,,6.0,,8.0,,,,,,14.0,,,,,,,74.0,160.0,,30.0,6.0,76.0,,121.0,11.0,89.0,,,,111.0,
35011790010013,93,28.3,1904.3,0.0,7,,,,,,,,,,,,,6.0,,,7.0,,,,,,21,,,,,,,10.0,,5.0,,,,,,,,,,,,,,,,,,17.0,,9.0,,,,,,,159.0,,,,
35011790010014,403,30.7,16275.1,9.6,41,,,,,,,17.0,7.0,,,,,,,,39.0,,,,,,44,,,,,,8.0,12.0,,11.0,,,,,,,,,,,,,,,,,244.0,35.0,,36.0,,,,7.0,,,,,,7.0,
35011790010015,233,30.5,5826.4,9.8,16,,,,,,,,,,,,,11.0,,,15.0,,,,,,40,,,,,,,25.0,,6.0,,,,,,,,,,,,,,,,,10.0,44.0,47.0,11.0,,,,6.0,,,,,,,
35011790010016,605,29.8,18686.3,11.4,37,,,,,,,,,,,7.0,16.0,7.0,,,37.0,,,,,,81,,,,,,,19.0,,10.0,,,8.0,,,,29.0,,,9.0,,,,,,,,35.0,,31.0,,9.0,16.0,,20.0,,51.0,8.0,,12.0,
35011790010017,435,28.9,18360.0,4.2,28,,,,,,,,,,,,12.0,10.0,,,28.0,,,,,,24,,,,,,,11.0,,,,,,,,,6.0,,,,,,,,,,10.0,17.0,,,,,,5.0,,,8.0,,,,
35011790010018,365,28.9,14379.5,5.4,32,,,,,,,,,,,,16.0,14.0,,,32.0,,,,,,29,,,,,,,14.0,,5.0,,,,,,,,,,5.0,,,,,,,,21.0,,11.0,,,7.0,,,,,5.0,,10.0,
35011790010019,162,27.4,7963.9,4.9,10,,,,,,,,,,,,5.0,,,,10.0,,,,,,17,,,,,,,9.0,,,,,,,,,,,,,,,,,,,23.0,21.0,,,,,,,5.0,,,,,,
35011790010020,477,30.7,13170.4,14.3,55,,,,,,,32.0,,,7.0,5.0,,,,,47.0,,,8.0,,,149,,,,,,,41.0,,30.0,,,,,,,39.0,8.0,,17.0,,,,,,,17.0,98.0,,71.0,7.0,10.0,,9.0,,,74.0,31.0,,24.0,
35011790010101,854,28.3,49526.5,10.0,265,,,,,,,265.0,,,,,,,,,,265.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011790010102,736,28.7,65505.5,13.4,231,,,,,,,231.0,,,,,,,,,,231.0,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,12.0,,,
35011790010103,816,30.2,50166.8,18.4,261,,,,,,,261.0,,,,,,,,,,261.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,13.0,,,
35011790010201,658,27.1,154712.6,7.9,202,,,,,,202.0,,,,,,,,,,,202.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011790010202,658,28.5,44178.9,11.7,231,,,,,,231.0,,,,,,,,,,,231.0,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,10.0,,,,5.0,,,,
35011790010301,615,30.6,68865.9,14.4,165,,,,,,165.0,,,,,,,,,,,165.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011790010302,777,30.4,71340.6,12.9,217,,,,,,217.0,,,,,,,,,,,217.0,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,14.0,,,,,17.0,,,
35011790010303,517,30.6,62010.1,11.7,150,,,,,,150.0,,,,,,,,,,,150.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011790010401,603,28.1,126560.9,9.8,223,,,,,,,223.0,,,,,,,,,,223.0,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,12.0,,,
35011790010402,966,29.4,41498.5,17.3,364,,,,,,,364.0,,,,,,,,,,364.0,,,,,31,,,,,,,8.0,,,,,,,,,13.0,,,,,,,,,,11.0,10.0,,,,,,,,,31.0,5.0,,,
35011790010501,687,33.6,54512.5,30.0,197,,,,,,197.0,,,,,,,,,,,197.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,15.0,,,,,,,,
35011790010502,455,34.5,50994.2,34.0,125,,,,,,125.0,,,,,,,,,,,125.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011790010601,680,32.5,59486.4,22.2,178,,,,,,178.0,,,,,,,,,,,178.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
35011790010602,571,33.3,43901.9,25.3,148,,,,,,148.0,,,,,,,,,,,148.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
35011790020001,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011790020101,626,30.2,60793.8,14.7,184,,,,,,,,,,184.0,,,,,,,184.0,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,13.0,,,,8.0,9.0,,,
35011790020102,638,29.4,54735.3,10.5,178,,,,,,,,,,178.0,,,,,,,178.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,
35011790020103,624,28.1,71896.1,7.9,165,,,,,,,,,,165.0,,,,,,,165.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011790020104,470,27.6,50424.5,6.9,120,,,,,,,,,,120.0,,,,,,,120.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011790020105,673,29.0,42742.0,8.4,180,,,,,,,,,,180.0,,,,,,,180.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011790020201,723,30.3,40923.8,11.6,205,,,,,,,,,,205.0,,,,,,,205.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
35011790020202,569,30.3,45994.7,17.1,163,,,,,,,,,,163.0,,,,,,,163.0,,,,,8,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,
35011790020301,550,31.8,45625.1,17.2,146,,,,,,,,,,146.0,,,,,,,146.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011790020302,540,31.0,58339.9,16.6,148,,,,,,,,,,148.0,,,,,,,148.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011790020303,546,31.8,46242.5,10.1,148,,,,,,,,,,148.0,,,,,,,148.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,
35011790020304,654,32.5,38172.7,25.4,177,,,,,,,,,,177.0,,,,,,,177.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,
35011790030001,149,32.4,3352.2,20.0,13,,,,,,,,,,,,5.0,6.0,,,13.0,,,,,,11,,,,,,,5.0,,,,,,,,,,,,,,,,7.0,,,14.0,9.0,,,,,,,,,,,,,
35011790030002,44,27.3,1519.2,0.0,4,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,11.0,,,,,7.0,6.0,,,,,,,,,,,,,,16.0,,,,,9.0,23.0,,,,,,,
35011790030003,155,29.9,221.7,0.0,32,,,,27.0,,,,,,,,,,,,32.0,,,,,,191,,,,,,14.0,29.0,,49.0,,8.0,25.0,17.0,,7.0,,,7.0,17.0,,,,231.0,,,477.0,146.0,8.0,245.0,150.0,79.0,39.0,61.0,94.0,1668.0,23.0,47.0,27.0,52.0,
35011790030004,33,30.7,1971.9,20.0,3,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,
35011790030005,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,18,,,,,,,8.0,,,,,,,,,,,,,,,,,,,12.0,26.0,,,,,5.0,,,27.0,,,,,
35011790030006,26,30.9,1069.7,0.0,4,,,,,,,,,,,,,,,,,,,,,,17,,,,,,5.0,,,,,,,,,,,,,,,,,,,,25.0,8.0,,5.0,,,,8.0,,,,,,,
35011790030007,43,33.3,1883.7,0.0,7,,,,,,,,,,,,,,,,7.0,,,,,,16,,,,,,,6.0,,5.0,,,,,,,,,,,,,,,,,14.0,16.0,,9.0,,,5.0,,,,,,,,
35011790030008,119,32.2,5470.9,6.3,11,,,,,,,,,,,,,6.0,,,11.0,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,
35011790030009,78,30.0,1828.4,0.0,7,,,,,,,,,,,,,5.0,,,7.0,,,,,,19,,,,,,,8.0,,,,,,,,,,,,,,,,,,,9.0,20.0,,,,,,,,,,,,,
35011790030010,250,32.4,10955.6,26.3,18,,,,,,,,,,,,12.0,,,,17.0,,,,,,22,,,,,,,5.0,,,,,11.0,,,,,,,,,,,,,,,37.0,,,,,15.0,,17.0,,,,,,
35011790030011,13,29.0,368.9,0.0,2,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,6.0,,,,,6.0,,,,,5.0,,,
35011790030012,9,28.1,347.9,0.0,1,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,15.0,,9.0,,,,,,,,,,,
35011790030013,72,32.8,3799.9,12.5,7,,,,,,,,,,,,,6.0,,,7.0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35011790040001,557,39.4,201.9,100.0,127,8.0,8.0,19.0,47.0,14.0,12.0,8.0,,,,,,,,,126.0,,,,7.0,,172,,,7.0,,,10.0,81.0,,14.0,,,8.0,7.0,,,7.0,11.0,,18.0,,,,36.0,,11.0,109.0,204.0,,49.0,,,33.0,74.0,,,113.0,211.0,10.0,58.0,
35011790050001,127,25.7,1251.0,19.0,19,,,,,,,,,,,,7.0,9.0,,,19.0,,,,,,41,,,,,,5.0,9.0,,,,,9.0,,,,5.0,,,,,,,,,,113.0,91.0,,11.0,,,24.0,13.0,,,32.0,10.0,,,
35011790050002,194,17.5,1749.8,0.0,2,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,22.0,,,,,6.0,,,159.0,176.0,40.0,,,
35011790050003,39,34.3,131.3,11.1,11,,,,,,,,,,,,,5.0,,,10.0,,,,,,263,,,,,,20.0,85.0,,44.0,,30.0,13.0,9.0,11.0,,6.0,17.0,6.0,16.0,,,,,,,387.0,578.0,,224.0,321.0,577.0,56.0,54.0,418.0,71.0,13.0,207.0,12.0,93.0,
35011790050004,90,30.0,2100.5,22.2,11,,,,,,,,,,,,7.0,,,,11.0,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,7.0,,,,,,,,,,,
35011790060001,2,38.5,13.2,0.0,1,,,,,,,,,,,,,,,,,,,,,,214,,,,,,13.0,18.0,,130.0,,6.0,14.0,12.0,,,,,5.0,,,,,7.0,,,203.0,96.0,,543.0,50.0,148.0,38.0,91.0,7.0,,53.0,23.0,12.0,9.0,
35011790060002,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,178,,,,,,7.0,28.0,,53.0,,17.0,18.0,12.0,,,7.0,10.0,11.0,9.0,,119.0,,,,,128.0,192.0,,242.0,,291.0,44.0,105.0,,,194.0,181.0,17.0,26.0,
35011790060201,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011790060401,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011790060501,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011790060601,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35011790060602,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
