,total_pop,avg_age,pop_dens,eld_dep_ratio,total_house,ho_yr_001,ho_yr_002,ho_yr_003,ho_yr_004,ho_yr_005,ho_yr_006,ho_yr_007,ho_yr_008,ho_yr_009,ho_yr_010,ho_yr_011,ho_yr_012,ho_yr_013,ho_yr_014,ho_yr_015,ho_yr_016,ho_yr_999,ho_gb_001,ho_gb_002,ho_gb_003,ho_gb_004,ho_gb_005,ho_gb_006,ho_gb_999,total_corp,cp_bnu_001,cp_bnu_002,cp_bnu_003,cp_bnu_004,cp_bnu_005,cp_bnu_006,cp_bnu_007,cp_bnu_008,cp_bnu_009,cp_bnu_010,cp_bnu_011,cp_bnu_012,cp_bnu_013,cp_bnu_014,cp_bnu_015,cp_bnu_016,cp_bnu_017,cp_bnu_018,cp_bnu_019,cp_bem_001,cp_bem_002,cp_bem_003,cp_bem_004,cp_bem_005,cp_bem_006,cp_bem_007,cp_bem_008,cp_bem_009,cp_bem_010,cp_bem_011,cp_bem_012,cp_bem_013,cp_bem_014,cp_bem_015,cp_bem_016,cp_bem_017,cp_bem_018,cp_bem_019,cp_bem_999
35012650023003,480,33.2,45498.4,20.2,163,,,163.0,,,,,,,,,,,,,,,,,163.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,
35012650023004,464,37.3,53258.2,62.2,182,,,182.0,,,,,,,,,,,,,,,,,182.0,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,
35012650023005,488,37.5,46239.1,58.2,182,,,182.0,,,,,,,,,,,,,,,,,182.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012650023006,505,34.4,71737.4,31.0,191,,,191.0,,,,,,,,,,,,,,,,,191.0,,,,,9,,,,,,,5.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,
35012650023007,581,35.9,40075.4,33.3,220,,,220.0,,,,,,,,,,,,,,,,,220.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012650023008,424,34.0,44834.2,29.7,138,,,138.0,,,,,,,,,,,,,,,,,138.0,,,,,19,,,,,,,,,,,,,,,,5.0,,,,,,,,,,9.0,,,,,,,,,5.0,,,,
35012650023009,531,34.7,55023.7,31.4,197,,,197.0,,,,,,,,,,,,,,,,,197.0,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,15.0,,,
35012650023010,494,34.8,60587.6,26.9,188,,,188.0,,,,,,,,,,,,,,,,,188.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012650023101,417,34.9,58836.6,29.3,146,,,145.0,,,,,,,,,,,,,,,,,145.0,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012650023102,409,37.7,96382.5,62.8,127,,,127.0,,,,,,,,,,,,,,,,,127.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,
35012650023103,552,35.8,62992.1,43.2,206,,,206.0,,,,,,,,,,,,,,,,,206.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,5.0,,,
35012650023104,596,37.6,54745.4,46.5,189,,,189.0,,,,,,,,,,,,,,,,,189.0,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,
35012650023105,631,37.3,56846.6,45.7,193,,,193.0,,,,,,,,,,,,,,,,,193.0,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,12.0,,,
35012660010001,69,43.9,277.8,180.0,14,,,,,,,,,,,,,,,,,,,6.0,,,8.0,10.0,,430,,,5.0,,,14.0,257.0,,74.0,,,9.0,8.0,10.0,,5.0,,17.0,24.0,,,23.0,,,138.0,662.0,18.0,209.0,,29.0,13.0,50.0,53.0,,21.0,18.0,27.0,55.0,
35012660010101,550,38.1,45033.6,38.8,171,,,,,171.0,,,,,,,,,,,,,,,171.0,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,10.0,,,,,6.0,,,
35012660010102,543,39.0,50296.9,41.6,175,,,,,175.0,,,,,,,,,,,,,,,175.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,
35012660010201,618,37.0,51958.8,42.0,203,,,,,203.0,,,,,,,,,,,,,,,203.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012660010202,649,38.2,44528.5,61.7,208,,,,,208.0,,,,,,,,,,,,,,,208.0,,,,,21,,,,,,,,,,,,,,,,,,,5.0,,,,,,8.0,,,,,,13.0,,,,,7.0,,5.0,
35012660010301,487,33.5,46850.7,12.0,162,,,,,,,,,,,162.0,,,,,,,,,162.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012660020001,471,52.1,226.3,561.5,175,52.0,23.0,39.0,11.0,17.0,,7.0,,,,5.0,,,,,,,,169.0,,,6.0,14.0,,145,,,18.0,,6.0,31.0,53.0,5.0,,,,9.0,,,,,,,,,,60.0,,173.0,175.0,103.0,115.0,7.0,,,9.0,,,,,37.0,13.0,,
35012660020002,623,57.0,160.5,691.7,192,89.0,13.0,56.0,11.0,11.0,,,,,,,,,,,,,,141.0,47.0,,,12.0,,151,,,16.0,12.0,,16.0,31.0,17.0,11.0,,,20.0,,,,,,,9.0,,,48.0,12.0,25.0,94.0,74.0,83.0,33.0,,,96.0,8.0,5.0,113.0,20.0,72.0,9.0,11.0,
35012660020003,474,55.2,113.7,842.9,185,42.0,19.0,71.0,19.0,6.0,,,6.0,,,,,,,,,,5.0,177.0,,,,8.0,,92,,,15.0,5.0,,14.0,40.0,9.0,,,,,,,,,,,,,,37.0,5.0,14.0,75.0,100.0,13.0,22.0,,,,,5.0,,,,,,
35012660030001,388,42.2,1016.7,112.8,118,,,79.0,7.0,,,,,,,,,6.0,10.0,,,,,39.0,75.0,,,14.0,,270,,,14.0,,,,141.0,,28.0,,,9.0,,,,8.0,7.0,9.0,39.0,,,66.0,,,,242.0,10.0,73.0,17.0,,25.0,23.0,6.0,,38.0,68.0,19.0,70.0,
35012660030002,397,37.9,930.9,80.0,109,9.0,,78.0,,,,,,,,,,5.0,,,,,,31.0,74.0,,,9.0,,157,,,6.0,,,14.0,36.0,17.0,17.0,,,9.0,,,,16.0,5.0,10.0,22.0,,,16.0,,,111.0,66.0,18.0,35.0,,,13.0,,18.0,,46.0,68.0,31.0,46.0,
35012660030101,480,40.4,55958.8,74.7,158,,,158.0,,,,,,,,,,,,,,,,,158.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,9.0,,,
35012660030102,552,39.1,66340.4,52.9,199,,,199.0,,,,,,,,,,,,,,,,,199.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,
35012660030103,638,40.4,58729.0,76.3,225,,,225.0,,,,,,,,,,,,,,,,,225.0,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012660030104,487,42.9,66308.1,104.1,172,,,172.0,,,,,,,,,,,,,,,,,172.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,
35012660030301,468,43.5,78034.0,151.8,207,,,207.0,,,,,,,,,,,,,,,,,207.0,,,,,25,,,,,,,8.0,,5.0,,,,,,,,,,,,,,,,,12.0,,7.0,,,,,,,,,,,
35012660030302,403,43.5,63772.4,158.8,180,,,180.0,,,,,,,,,,,,,,,,,180.0,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,10.0,,,,,,,,
35012660030401,387,43.4,23891.2,171.1,184,,184.0,,,,,,,,,,,,,,,,,,184.0,,,,,25,,,,,,,,,,,,7.0,,,,,,,6.0,,,,,,,10.0,,,,,11.0,,,,,6.0,,6.0,
35012660030402,410,46.6,17918.6,468.8,229,,228.0,,,,,,,,,,,,,,,,,,228.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012660030501,558,37.6,51210.8,46.9,185,,,185.0,,,,,,,,,,,,,,,,,185.0,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,6.0,,,,,6.0,,,
35012660030601,518,37.3,58036.8,40.4,169,,,169.0,,,,,,,,,,,,,,,,,169.0,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,8.0,,,,,,,,
35012660030602,396,38.6,60248.0,62.7,126,,,126.0,,,,,,,,,,,,,,,,,126.0,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,
35012660030701,673,43.7,61900.8,153.3,321,,,321.0,,,,,,,,,,,,,,,,,321.0,,,,,11,,,,,,,6.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,
35012660030901,490,38.5,48071.6,53.9,169,,,169.0,,,,,,,,,,,,,,,,,169.0,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,
35012660030902,343,39.4,78377.9,81.6,109,,,109.0,,,,,,,,,,,,,,,,,109.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,11.0,,,,,,,,
35012660031001,636,39.8,43056.3,71.7,205,,,205.0,,,,,,,,,,,,,,,,,205.0,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012660040001,378,37.0,4752.5,43.4,85,,,5.0,,21.0,,17.0,10.0,6.0,8.0,,,,,,,,,66.0,,,19.0,,,242,,,7.0,,,12.0,62.0,,69.0,,,,5.0,5.0,,24.0,8.0,15.0,28.0,,,12.0,,,63.0,107.0,,149.0,,13.0,,14.0,12.0,19.0,65.0,29.0,20.0,39.0,
35012660040002,486,43.3,4596.6,244.7,135,49.0,46.0,15.0,,,,,6.0,,,,,9.0,5.0,,,,10.0,80.0,,35.0,10.0,,,197,,,5.0,,,6.0,85.0,,20.0,,,9.0,6.0,5.0,,7.0,21.0,,22.0,,,6.0,,,150.0,129.0,5.0,30.0,,14.0,13.0,16.0,7.0,,61.0,162.0,,31.0,
35012660040003,304,41.1,5020.2,119.6,77,,27.0,8.0,,,,7.0,10.0,,,,,,,,,,,75.0,,,,,,29,,,,,,,10.0,,,,,,,,,6.0,,,,,,,,,6.0,25.0,,5.0,,,,,,,120.0,5.0,,,
35012660040005,459,38.5,5336.9,175.0,131,8.0,11.0,6.0,,,,,,,,77.0,15.0,,,,,,,40.0,76.0,,15.0,,,178,,,5.0,,,7.0,46.0,,28.0,,,9.0,,5.0,,28.0,6.0,,30.0,,,17.0,,,56.0,55.0,,62.0,,36.0,10.0,8.0,9.0,19.0,46.0,19.0,9.0,33.0,
35012660040006,358,43.6,10121.3,217.2,94,7.0,65.0,7.0,,,,,,,,,,,,,,,,66.0,,22.0,6.0,,,60,,,,,,6.0,14.0,,14.0,,,,,,,,,,14.0,,,,,,12.0,17.0,,26.0,,,,,,,,5.0,,16.0,
35012660040007,367,43.1,4427.0,145.5,107,22.0,,5.0,,29.0,6.0,5.0,13.0,6.0,,7.0,,,,,,,,91.0,,,16.0,,,129,,,,,,12.0,31.0,,41.0,,,,6.0,,,6.0,,5.0,20.0,,,10.0,,,54.0,64.0,16.0,110.0,,,,28.0,,,9.0,,6.0,30.0,
35012660040008,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35012660040101,412,36.5,58032.9,29.9,129,,,,,129.0,,,,,,,,,,,,,,,129.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,
35012660040102,544,37.6,25479.1,42.5,183,,,,,183.0,,,,,,,,,,,,,,,183.0,,,,,35,,,,,,,8.0,,,,,6.0,,,,,,,5.0,,,,,,,13.0,,12.0,,19.0,8.0,,,,,30.0,5.0,7.0,
35012660040103,561,35.9,48484.0,35.8,174,,,,,174.0,,,,,,,,,,,,,,,174.0,,,,,28,,,,,,,7.0,,6.0,,,,,,,,,,6.0,,,,,,,10.0,,25.0,,12.0,6.0,,,,,,13.0,6.0,
35012660040201,394,44.5,54721.3,191.1,140,,,140.0,,,,,,,,,,,,,,,,,140.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,
35012660040202,409,42.8,51501.8,129.9,139,,,139.0,,,,,,,,,,,,,,,,,139.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012660040203,455,45.6,58104.8,196.4,165,,,165.0,,,,,,,,,,,,,,,,,165.0,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,
35012660040301,504,43.8,57567.2,167.9,216,,,216.0,,,,,,,,,,,,,,,,,216.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
35012660040302,420,43.9,61600.1,136.5,150,,,150.0,,,,,,,,,,,,,,,,,150.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012660040401,580,41.3,73993.6,114.5,238,,,238.0,,,,,,,,,,,,,,,,,236.0,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,6.0,,,,,,,,
35012660040501,566,43.9,29220.4,190.2,250,,250.0,,,,,,,,,,,,,,,,,,250.0,,,,,38,,,,,,,8.0,14.0,,,,,,5.0,,,,,5.0,,,,,,,11.0,37.0,,,,,,8.0,,,,,5.0,
35012660040601,512,41.9,40295.1,117.2,169,,,,,169.0,,,,,,,,,,,,,,,169.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012660040602,394,44.8,24184.1,217.2,135,,,,,135.0,,,,,,,,,,,,,,,135.0,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
35012660040603,439,39.9,44759.4,91.3,145,,,,,145.0,,,,,,,,,,,,,,,145.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,7.0,,,,,,,,
35012660040801,781,41.9,45288.5,102.3,257,,,257.0,,,,,,,,,,,,,,,,,257.0,,,,,17,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,6.0,
35012660040901,441,35.5,47098.4,36.6,143,,,,,,,,,143.0,,,,,,,,,,,143.0,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,6.0,,,,,5.0,,,
35012660040902,443,33.4,45231.8,17.0,141,,,,,,,,,141.0,,,,,,,,,,,141.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012660040903,461,33.9,50002.6,20.4,157,,,,,,,,,157.0,,,,,,,,,,,157.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012660041001,509,44.6,33642.1,193.8,223,,223.0,,,,,,,,,,,,,,,,,,196.0,27.0,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012660041002,446,45.1,28501.6,234.3,212,,212.0,,,,,,,,,,,,,,,,,,212.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012660041101,410,44.3,30641.4,197.7,149,,,149.0,,,,,,,,,,,,,,,,,148.0,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,5.0,
35012660041201,373,33.9,42082.7,24.7,134,,,,,,,,,,,,,,,134.0,,,,,134.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012660041202,339,32.7,40305.7,17.8,114,,,,,,,,,,,,,,,114.0,,,,,114.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012660041203,401,34.0,49324.2,21.4,143,,,,,,,,,,,,,,,141.0,,,,,141.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012670010001,357,52.2,360.8,491.7,143,50.0,27.0,35.0,11.0,8.0,,,,,,,,,,,,,,137.0,,,6.0,6.0,,229,,,20.0,12.0,,88.0,50.0,30.0,6.0,,,,,8.0,,,,,6.0,,,63.0,12.0,47.0,113.0,134.0,182.0,20.0,18.0,,,5.0,40.0,,13.0,14.0,,14.0,
35012670020001,192,42.9,421.4,139.1,58,8.0,5.0,8.0,,7.0,,,8.0,16.0,,,,,,,,,24.0,30.0,,,,7.0,,117,,,8.0,,,12.0,33.0,24.0,,,,,5.0,,,,,,13.0,,,22.0,,,35.0,126.0,40.0,6.0,,7.0,,19.0,,,22.0,24.0,45.0,25.0,
35012670020002,330,66.0,5285.0,1683.3,32,8.0,5.0,7.0,,,,,6.0,,,,,,,,,,,29.0,,,,6.0,,129,,,10.0,,,,42.0,,27.0,,,,,5.0,,,5.0,6.0,15.0,,,17.0,,,5.0,83.0,,53.0,,15.0,8.0,,330.0,,6.0,121.0,8.0,22.0,
35012670020101,397,40.1,62650.1,62.3,162,,,162.0,,,,,,,,,,,,,,,,,162.0,,,,,18,,,,,,,6.0,,,,,,,,,,,,,,,,,,,13.0,,,,,8.0,,,,,,,6.0,
35012670020102,691,40.7,62412.3,92.9,282,,,282.0,,,,,,,,,,,,,,,,,282.0,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,
35012670020201,350,42.2,62697.8,126.8,143,,,143.0,,,,,,,,,,,,,,,,,143.0,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012670020301,724,51.0,40660.1,492.3,406,,,,406.0,,,,,,,,,,,,,,,,406.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
35012670020401,426,43.6,69458.5,152.3,174,,,174.0,,,,,,,,,,,,,,,,,174.0,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
35012670020402,645,40.5,64258.8,91.1,218,,,218.0,,,,,,,,,,,,,,,,,218.0,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,7.0,,,,,22.0,,,
35012670020501,457,51.4,28736.9,793.3,376,,,,,,,,,,,,,,,376.0,,,,,376.0,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,,,7.0,,,,,6.0,,,
35012670020502,561,47.5,24051.6,288.6,367,,,,,,,,,,,,,,,367.0,,,,,367.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012670020601,718,33.2,55450.4,19.8,288,,,,,,,,,,,,,,288.0,,,,,,288.0,,,,,12,,,,,,5.0,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,
35012670030001,389,56.5,76.4,1092.9,165,60.0,32.0,39.0,10.0,11.0,,,,,,,,,,,,,,163.0,,,,10.0,,213,5.0,,40.0,28.0,,31.0,69.0,24.0,,,,,,,,5.0,,,,15.0,,166.0,28.0,,257.0,223.0,33.0,,,6.0,,,12.0,,36.0,,,16.0,
35012670040001,688,45.8,168.4,262.7,217,62.0,26.0,54.0,6.0,12.0,,,38.0,,7.0,,,,,,,,47.0,160.0,,,10.0,23.0,,354,,,58.0,25.0,,33.0,90.0,20.0,44.0,,,9.0,5.0,,,17.0,7.0,8.0,30.0,,,223.0,25.0,,125.0,229.0,51.0,102.0,,,35.0,8.0,,17.0,97.0,35.0,13.0,63.0,
35012670040101,505,31.9,55360.7,16.7,190,,,,,,,,,,,190.0,,,,,,,,,190.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012670040201,586,50.4,41241.1,792.3,469,,,469.0,,,,,,,,,,,,,,,,,469.0,,,,,20,,,,,,,6.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,5.0,,,,8.0,,,
35012670040301,807,37.2,44591.8,43.4,249,,,,,249.0,,,,,,,,,,,,,,,249.0,,,,,26,,,,,,,5.0,,,,,,,,,,,,5.0,,,,,,,18.0,,,,,10.0,5.0,,,,,,7.0,
35012670040401,469,34.4,98541.3,24.5,187,,,,,,,,,,,,187.0,,,,,,,,187.0,,,8.0,,10,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,8.0,,,,,,,,
35012670040501,599,35.1,38922.5,24.1,262,,,,,,,,,,,,,,,262.0,,,,,262.0,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,
35012670040502,529,35.7,48300.0,26.2,203,,,,,,,,,,,,,,,203.0,,,,,203.0,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012670040601,142,40.2,18370.3,77.8,81,,,,,,,,,,,,,,,,81.0,,,,81.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012670050001,396,57.0,70.6,1006.3,172,65.0,14.0,67.0,13.0,,,,,,,,,,,,,,,172.0,,,,10.0,,39,7.0,,,10.0,,5.0,11.0,,,,,,,,,,,,,70.0,,,10.0,,12.0,24.0,,,,,,,,,,,,,
35012670060001,393,68.4,408.7,2336.4,76,17.0,25.0,18.0,5.0,,,,,,,,,,,,,,,74.0,,,,9.0,,65,,,6.0,,,9.0,27.0,,5.0,,,,,,,,,,5.0,,,15.0,,,71.0,81.0,,11.0,,,,8.0,20.0,,,131.0,,7.0,
35012670060002,501,59.3,107.3,2555.6,207,71.0,28.0,65.0,11.0,15.0,,,,,,,,,,,,,,205.0,,,,7.0,,104,,,24.0,14.0,,14.0,25.0,,,,,,,,,,,,5.0,,,65.0,14.0,7.0,59.0,113.0,10.0,16.0,,,,,12.0,,18.0,15.0,,7.0,
35012670060003,410,58.4,163.4,983.3,185,46.0,63.0,44.0,9.0,11.0,,,,,,,,,,,,,,183.0,,,,6.0,,61,,,,34.0,,8.0,11.0,,,,,,,,,,,,,5.0,,16.0,34.0,,8.0,29.0,,,,,,,,,,,,,
35012690010001,483,49.7,8686.9,675.0,143,93.0,20.0,10.0,6.0,,,,,,,,,,,,,,,135.0,,,8.0,,,91,,,8.0,,,9.0,25.0,,14.0,,,,,6.0,,,,,16.0,,,14.0,6.0,,157.0,40.0,,20.0,5.0,,,,21.0,,,,10.0,18.0,
35012690010002,400,49.4,6987.0,382.8,127,56.0,40.0,16.0,8.0,,,,,,,,,,,,,,,101.0,,14.0,12.0,,,118,,,12.0,,,8.0,47.0,,16.0,,,,,,,,5.0,,14.0,,,22.0,,,57.0,80.0,,23.0,,12.0,,8.0,,,,25.0,,17.0,
35012690020001,565,54.9,10318.3,1080.0,209,173.0,14.0,10.0,,,,,,,,,,,,,,,,205.0,,,,,,52,,,,,,8.0,11.0,,14.0,,,,,,,,,,8.0,,,5.0,,,9.0,14.0,,23.0,,,,,5.0,,,7.0,,8.0,
35012690020002,519,53.3,6683.6,845.0,182,88.0,78.0,7.0,,,,,,,,,,,,,,,,127.0,,50.0,5.0,6.0,,103,,,6.0,,,11.0,47.0,,9.0,,,,,,,,8.0,,12.0,,,20.0,,,30.0,98.0,,13.0,,,,,26.0,,,51.0,,25.0,
35012690030001,494,49.2,6491.0,402.8,155,101.0,20.0,16.0,10.0,,,,,,,,,,,,,,6.0,144.0,,,5.0,,,121,,,10.0,,,11.0,34.0,,13.0,,,9.0,9.0,,,7.0,,,18.0,,,31.0,,,52.0,58.0,,25.0,,15.0,11.0,43.0,,,18.0,6.0,,27.0,
35012690030002,520,46.6,10846.6,375.0,157,121.0,11.0,14.0,,,,,,,,,,,,,,,,150.0,,,7.0,,,57,,,,,,8.0,16.0,7.0,6.0,,,,,,,,,,9.0,,,,,,36.0,45.0,32.0,13.0,,,,10.0,,,,10.0,,10.0,
35012690030003,445,50.1,5024.3,446.7,164,70.0,63.0,6.0,19.0,,,,,,,,,,,,,,22.0,89.0,51.0,,,,,53,,,7.0,,,11.0,14.0,5.0,,,,,,,,,,,6.0,,,12.0,,,39.0,35.0,104.0,,,,,15.0,8.0,,,10.0,,9.0,
35012690030004,409,49.3,1700.7,570.0,111,54.0,30.0,11.0,5.0,,,,,,,,,,,,,,,97.0,,,14.0,24.0,,466,,,19.0,,,32.0,178.0,,45.0,5.0,6.0,14.0,45.0,20.0,,18.0,16.0,9.0,52.0,,,34.0,,10.0,164.0,318.0,20.0,92.0,104.0,84.0,18.0,215.0,32.0,810.0,142.0,166.0,28.0,92.0,
35012690030005,573,52.7,8451.1,1094.7,194,133.0,23.0,22.0,,,,,,,,,,,,,,,,189.0,,,,,,90,,,9.0,,,10.0,24.0,,7.0,,,,6.0,,,6.0,,,17.0,,,17.0,,,87.0,36.0,,12.0,,,,29.0,,,21.0,,,24.0,
35012690030006,518,47.8,4240.0,342.5,164,107.0,27.0,14.0,6.0,,,,,,,,,,,,,,,145.0,,9.0,10.0,,,136,,,8.0,,,15.0,37.0,,11.0,,,,21.0,9.0,,,,6.0,10.0,,,18.0,,,191.0,66.0,,23.0,,19.0,,80.0,12.0,32.0,49.0,22.0,11.0,11.0,
35012690030007,408,47.9,4266.4,367.9,129,79.0,17.0,19.0,,,,,,,,,,,,,,,,115.0,,,14.0,,,146,,,8.0,,,10.0,27.0,,34.0,,,,5.0,,,16.0,6.0,5.0,20.0,,,11.0,,,50.0,53.0,,59.0,,20.0,,12.0,,246.0,122.0,82.0,7.0,34.0,
35012690030008,471,51.1,3849.5,573.1,172,107.0,46.0,8.0,8.0,,,,,,,,,,,,,,,171.0,,,,,,34,,,,,,6.0,12.0,,,,,,,,,,,,6.0,,,5.0,,,14.0,18.0,,,,,5.0,,,,,15.0,,9.0,
35012690030101,354,47.0,31264.5,218.9,156,156.0,,,,,,,,,,,,,,,,,,,156.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,
35012690030201,427,49.3,46638.8,320.5,168,,,168.0,,,,,,,,,,,,,,,,,168.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012690030202,486,46.7,65197.6,236.7,228,,,228.0,,,,,,,,,,,,,,,,,228.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012690030203,607,46.1,96775.4,211.9,262,,,262.0,,,,,,,,,,,,,,,,,262.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,5.0,,,
35012690030204,594,48.5,61529.9,309.3,232,,,232.0,,,,,,,,,,,,,,,,,232.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012690030205,575,49.3,44793.5,312.7,225,,,225.0,,,,,,,,,,,,,,,,,225.0,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012690030206,502,45.6,59270.5,186.2,201,,,201.0,,,,,,,,,,,,,,,,,201.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012690030207,535,47.3,45520.1,216.9,220,,,220.0,,,,,,,,,,,,,,,,,220.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
35012690030208,543,45.3,99986.7,193.1,241,,,241.0,,,,,,,,,,,,,,,,,241.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012690030209,435,50.2,48362.1,371.4,181,,,181.0,,,,,,,,,,,,,,,,,181.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
